symbol,time,open,high,low,close,volume
ETH-EUR,2024-01-04T12:00:00,2038.98,2039.0,2038.56,2039.0,15.52914734
ETH-EUR,2024-01-04T11:58:00,2038.68,2039.0,2038.68,2039.0,0.62801614
ETH-EUR,2024-01-04T11:57:00,2037.49,2038.13,2037.49,2037.64,2.30901592
ETH-EUR,2024-01-04T11:56:00,2037.54,2037.72,2037.07,2037.26,5.33058816
ETH-EUR,2024-01-04T11:55:00,2038.93,2038.97,2037.51,2037.51,17.12069983
ETH-EUR,2024-01-04T11:54:00,2036.76,2038.65,2036.76,2038.24,1.28981011
ETH-EUR,2024-01-04T11:53:00,2038.01,2038.01,2036.65,2036.8,0.32561078
ETH-EUR,2024-01-04T11:52:00,2036.25,2038.37,2036.22,2038.14,0.77868198
ETH-EUR,2024-01-04T11:51:00,2035.83,2036.27,2035.04,2036.27,0.78268687
ETH-EUR,2024-01-04T11:50:00,2035.54,2036.04,2035.54,2036.04,2.75274384
ETH-EUR,2024-01-04T11:49:00,2036.99,2037.33,2035.84,2035.84,13.85926586
ETH-EUR,2024-01-04T11:48:00,2036.83,2036.83,2036.36,2036.36,4.51340673
ETH-EUR,2024-01-04T11:47:00,2034.91,2037.12,2034.91,2036.24,0.2080636
ETH-EUR,2024-01-04T11:46:00,2036.59,2036.96,2036.1,2036.96,1.76412106
ETH-EUR,2024-01-04T11:45:00,2034.54,2036.45,2033.85,2036.2,0.47589638
ETH-EUR,2024-01-04T11:44:00,2035.35,2035.57,2034.38,2034.65,0.20302553
ETH-EUR,2024-01-04T11:43:00,2033.94,2035.55,2033.94,2035.35,1.41919544
ETH-EUR,2024-01-04T11:42:00,2033.6,2034.22,2033.56,2033.95,0.72023741
ETH-EUR,2024-01-04T11:41:00,2035.18,2035.18,2033.67,2034.1,2.0456151
ETH-EUR,2024-01-04T11:40:00,2035.3,2035.74,2034.46,2035.29,9.34731115
ETH-EUR,2024-01-04T11:39:00,2036.55,2037.41,2035.18,2035.18,2.87449758
ETH-EUR,2024-01-04T11:38:00,2036.57,2037.66,2036.54,2036.96,1.53815569
ETH-EUR,2024-01-04T11:37:00,2039.4,2039.4,2036.25,2036.25,8.43075659
ETH-EUR,2024-01-04T11:36:00,2039.69,2040.09,2039.59,2039.59,1.28894347
ETH-EUR,2024-01-04T11:35:00,2037.85,2038.53,2037.53,2038.18,1.03439629
ETH-EUR,2024-01-04T11:34:00,2037.66,2037.96,2037.37,2037.85,5.06455597
ETH-EUR,2024-01-04T11:33:00,2038.24,2038.69,2037.35,2037.35,0.56609251
ETH-EUR,2024-01-04T11:32:00,2036.78,2038.06,2035.85,2037.85,10.99288866
ETH-EUR,2024-01-04T11:31:00,2034.31,2036.07,2034.31,2035.65,5.16406144
ETH-EUR,2024-01-04T11:30:00,2033.5,2034.72,2033.49,2034.15,26.8077855
ETH-EUR,2024-01-04T11:29:00,2033.36,2033.5,2033.06,2033.5,27.98222761
ETH-EUR,2024-01-04T11:28:00,2033.4,2033.93,2033.21,2033.53,3.10711252
ETH-EUR,2024-01-04T11:27:00,2032.95,2033.4,2032.37,2032.77,1.99744243
ETH-EUR,2024-01-04T11:25:00,2034.08,2034.28,2033.34,2033.93,5.11733543
ETH-EUR,2024-01-04T11:24:00,2035.79,2035.79,2033.99,2033.99,2.58070892
ETH-EUR,2024-01-04T11:23:00,2034.33,2035.4,2034.33,2034.97,0.99524518
ETH-EUR,2024-01-04T11:22:00,2033.62,2034.39,2033.48,2034.09,4.72610553
ETH-EUR,2024-01-04T11:21:00,2032.36,2033.68,2032.36,2033.68,12.8055803
ETH-EUR,2024-01-04T11:20:00,2031.45,2032.6,2031.45,2032.26,3.56826957
ETH-EUR,2024-01-04T11:19:00,2030.54,2030.59,2029.92,2030.13,1.40862732
ETH-EUR,2024-01-04T11:18:00,2027.12,2030.31,2026.32,2030.31,17.5810494
ETH-EUR,2024-01-04T11:17:00,2027.77,2027.77,2027.5,2027.54,7.77842175
ETH-EUR,2024-01-04T11:16:00,2028.76,2028.76,2027.45,2027.77,0.18172993
ETH-EUR,2024-01-04T11:15:00,2030.23,2030.23,2029.91,2029.92,0.1633187
ETH-EUR,2024-01-04T11:14:00,2030.68,2030.68,2029.75,2029.97,1.11248602
ETH-EUR,2024-01-04T11:13:00,2029.44,2030.56,2029.12,2030.56,3.01244328
ETH-EUR,2024-01-04T11:12:00,2030.5,2030.98,2028.72,2028.72,3.42848669
ETH-EUR,2024-01-04T11:11:00,2032.47,2032.47,2030.35,2030.5,9.13107717
ETH-EUR,2024-01-04T11:10:00,2031.76,2032.45,2031.15,2032.45,0.2840242
ETH-EUR,2024-01-04T11:09:00,2031.52,2031.59,2030.96,2031.56,0.83607316
ETH-EUR,2024-01-04T11:07:00,2031.65,2031.69,2031.24,2031.27,1.77560029
ETH-EUR,2024-01-04T11:06:00,2033.77,2033.77,2033.1,2033.1,1.37600058
ETH-EUR,2024-01-04T11:05:00,2035.08,2035.14,2034.91,2035.09,0.75209702
ETH-EUR,2024-01-04T11:04:00,2032.71,2033.99,2032.71,2033.99,1.18969535
ETH-EUR,2024-01-04T11:03:00,2033.39,2033.39,2032.56,2032.99,6.51524965
ETH-EUR,2024-01-04T11:02:00,2033.25,2034.91,2033.2,2034.27,5.80120131
ETH-EUR,2024-01-04T11:01:00,2032.95,2034.12,2032.94,2033.12,2.57808109
ETH-EUR,2024-01-04T11:00:00,2031.74,2032.58,2031.74,2032.58,0.13529053
ETH-EUR,2024-01-04T10:59:00,2031.61,2031.85,2031.27,2031.85,7.67478243
ETH-EUR,2024-01-04T10:58:00,2031.11,2031.11,2030.45,2030.45,0.09718984
ETH-EUR,2024-01-04T10:57:00,2029.75,2031.71,2029.05,2031.71,3.01708214
ETH-EUR,2024-01-04T10:56:00,2031.51,2031.51,2030.06,2030.06,4.27325369
ETH-EUR,2024-01-04T10:55:00,2031.51,2031.92,2031.15,2031.92,4.5330443
ETH-EUR,2024-01-04T10:54:00,2030.21,2031.5,2030.21,2031.5,5.9669824
ETH-EUR,2024-01-04T10:53:00,2029.9,2030.03,2029.45,2029.47,0.37497474
ETH-EUR,2024-01-04T10:52:00,2029.92,2030.23,2028.87,2028.87,0.25914015
ETH-EUR,2024-01-04T10:51:00,2029.58,2030.18,2029.58,2029.67,6.63191783
ETH-EUR,2024-01-04T10:50:00,2030.35,2030.46,2030.3,2030.3,0.23518427
ETH-EUR,2024-01-04T10:49:00,2031.17,2031.37,2030.15,2030.36,1.73066117
ETH-EUR,2024-01-04T10:48:00,2031.35,2031.35,2030.38,2030.38,1.03874
ETH-EUR,2024-01-04T10:47:00,2029.37,2031.1,2029.36,2030.65,3.97730815
ETH-EUR,2024-01-04T10:46:00,2028.39,2029.6,2028.39,2029.6,1.65448353
ETH-EUR,2024-01-04T10:45:00,2028.76,2029.45,2028.76,2029.07,1.30575417
ETH-EUR,2024-01-04T10:44:00,2030.69,2030.69,2028.87,2028.9,25.379409
ETH-EUR,2024-01-04T10:43:00,2031.08,2031.44,2030.65,2031.09,9.9269992
ETH-EUR,2024-01-04T10:42:00,2031.51,2031.51,2031.07,2031.07,1.24408812
ETH-EUR,2024-01-04T10:41:00,2029.85,2031.72,2029.26,2031.71,0.291535
ETH-EUR,2024-01-04T10:40:00,2028.42,2030.39,2027.3,2030.2,2.2263253
ETH-EUR,2024-01-04T10:39:00,2029.34,2029.34,2027.27,2028.42,1.00791058
ETH-EUR,2024-01-04T10:38:00,2027.31,2029.21,2026.84,2029.21,2.2809719
ETH-EUR,2024-01-04T10:37:00,2025.63,2025.66,2025.63,2025.66,4.50380526
ETH-EUR,2024-01-04T10:35:00,2026.36,2028.08,2026.36,2028.07,6.85458006
ETH-EUR,2024-01-04T10:33:00,2025.02,2026.58,2025.02,2026.58,3.09051772
ETH-EUR,2024-01-04T10:32:00,2021.4,2024.93,2019.46,2024.93,4.00035387
ETH-EUR,2024-01-04T10:31:00,2021.14,2022.41,2020.82,2022.41,1.58062422
ETH-EUR,2024-01-04T10:30:00,2020.93,2022.17,2020.84,2021.72,1.96247954
ETH-EUR,2024-01-04T10:29:00,2022.07,2022.07,2020.3,2021.1,10.36634044
ETH-EUR,2024-01-04T10:28:00,2023.44,2023.44,2022.08,2022.08,0.03256048
ETH-EUR,2024-01-04T10:27:00,2019.13,2022.66,2019.13,2022.44,21.8368195
ETH-EUR,2024-01-04T10:26:00,2016.57,2018.8,2015.18,2018.7,1.21061295
ETH-EUR,2024-01-04T10:25:00,2017.66,2017.66,2016.36,2016.36,1.23681119
ETH-EUR,2024-01-04T10:24:00,2017.54,2019.09,2017.54,2018.6,3.86481074
ETH-EUR,2024-01-04T10:23:00,2019.41,2020.02,2017.99,2017.99,1.94005638
ETH-EUR,2024-01-04T10:22:00,2021.03,2021.67,2020.0,2021.58,0.73467316
ETH-EUR,2024-01-04T10:21:00,2019.5,2021.24,2019.5,2020.31,0.67406564
ETH-EUR,2024-01-04T10:20:00,2021.23,2021.26,2019.02,2019.25,4.47594554
ETH-EUR,2024-01-04T10:19:00,2022.32,2022.34,2019.46,2020.59,5.35705689
ETH-EUR,2024-01-04T10:18:00,2023.09,2023.09,2021.67,2022.15,1.92216994
ETH-EUR,2024-01-04T10:17:00,2023.04,2024.51,2023.0,2023.15,0.7319127
ETH-EUR,2024-01-04T10:16:00,2026.2,2026.2,2023.68,2023.76,17.55016859
ETH-EUR,2024-01-04T10:15:00,2027.75,2028.43,2027.75,2028.43,1.20563522
ETH-EUR,2024-01-04T10:14:00,2026.99,2028.51,2026.99,2028.51,0.29866437
ETH-EUR,2024-01-04T10:13:00,2026.71,2026.8,2026.13,2026.8,0.64465335
ETH-EUR,2024-01-04T10:12:00,2027.73,2027.73,2025.72,2026.26,2.21047186
ETH-EUR,2024-01-04T10:11:00,2026.05,2027.85,2025.71,2027.85,14.50661396
ETH-EUR,2024-01-04T10:10:00,2026.52,2026.52,2026.05,2026.05,0.17833396
ETH-EUR,2024-01-04T10:09:00,2026.45,2027.09,2026.45,2027.03,0.29544282
ETH-EUR,2024-01-04T10:08:00,2027.0,2027.21,2026.28,2027.21,1.74451863
ETH-EUR,2024-01-04T10:07:00,2029.48,2029.48,2027.87,2028.48,7.57414311
ETH-EUR,2024-01-04T10:05:00,2032.99,2032.99,2031.78,2031.78,2.03478118
ETH-EUR,2024-01-04T10:04:00,2032.79,2033.0,2032.15,2032.52,3.86274529
ETH-EUR,2024-01-04T10:03:00,2031.48,2033.38,2031.48,2033.38,5.03048323
ETH-EUR,2024-01-04T10:02:00,2031.7,2031.75,2030.52,2031.75,6.32361508
ETH-EUR,2024-01-04T10:01:00,2029.67,2031.6,2027.63,2031.6,10.31446118
ETH-EUR,2024-01-04T10:00:00,2030.62,2031.44,2030.07,2030.07,4.45153988
ETH-EUR,2024-01-04T09:59:00,2031.66,2031.66,2031.32,2031.32,0.43588156
ETH-EUR,2024-01-04T09:58:00,2031.15,2031.78,2030.91,2031.66,7.84176628
ETH-EUR,2024-01-04T09:57:00,2034.14,2034.14,2030.94,2030.94,8.96418378
ETH-EUR,2024-01-04T09:56:00,2035.31,2035.31,2034.93,2034.93,1.53380378
ETH-EUR,2024-01-04T09:55:00,2034.23,2036.86,2034.23,2036.86,1.99991471
ETH-EUR,2024-01-04T09:54:00,2031.84,2034.23,2031.84,2034.23,2.99558404
ETH-EUR,2024-01-04T09:53:00,2033.96,2033.96,2031.87,2032.14,33.98345027
ETH-EUR,2024-01-04T09:52:00,2034.31,2034.93,2034.03,2034.93,0.68064355
ETH-EUR,2024-01-04T09:51:00,2035.23,2035.23,2034.05,2034.3,1.31569241
ETH-EUR,2024-01-04T09:50:00,2032.87,2034.88,2032.57,2034.88,3.77173102
ETH-EUR,2024-01-04T09:49:00,2033.76,2033.76,2032.65,2033.44,1.78669633
ETH-EUR,2024-01-04T09:48:00,2034.35,2034.47,2033.14,2033.77,8.33788503
ETH-EUR,2024-01-04T09:47:00,2035.23,2035.83,2034.55,2034.55,1.71143675
ETH-EUR,2024-01-04T09:46:00,2034.54,2035.43,2034.54,2035.01,0.82443016
ETH-EUR,2024-01-04T09:45:00,2034.63,2035.67,2034.63,2035.67,1.47614043
ETH-EUR,2024-01-04T09:44:00,2034.67,2034.79,2034.63,2034.63,0.04263155
ETH-EUR,2024-01-04T09:43:00,2035.31,2035.67,2034.59,2035.25,3.34333619
ETH-EUR,2024-01-04T09:42:00,2034.67,2034.73,2033.34,2034.73,4.00100736
ETH-EUR,2024-01-04T09:41:00,2035.22,2036.17,2034.75,2035.18,2.71497395
ETH-EUR,2024-01-04T09:40:00,2034.0,2035.02,2033.92,2035.02,2.88708284
ETH-EUR,2024-01-04T09:39:00,2034.45,2034.54,2033.93,2034.02,0.72253206
ETH-EUR,2024-01-04T09:38:00,2034.66,2034.71,2034.0,2034.0,0.66635225
ETH-EUR,2024-01-04T09:37:00,2034.45,2035.3,2034.45,2035.3,0.53199049
ETH-EUR,2024-01-04T09:36:00,2035.0,2035.53,2034.47,2034.47,3.06513274
ETH-EUR,2024-01-04T09:35:00,2036.86,2037.34,2036.16,2036.16,16.2122588
ETH-EUR,2024-01-04T09:34:00,2040.01,2040.2,2038.39,2038.55,13.15229601
ETH-EUR,2024-01-04T09:33:00,2037.82,2039.55,2037.82,2039.49,3.7962096
ETH-EUR,2024-01-04T09:32:00,2036.08,2037.56,2035.96,2037.41,2.90958105
ETH-EUR,2024-01-04T09:31:00,2035.0,2035.98,2034.61,2035.22,17.84559499
ETH-EUR,2024-01-04T09:30:00,2033.22,2035.4,2033.22,2034.64,4.39954344
ETH-EUR,2024-01-04T09:29:00,2033.11,2033.22,2032.85,2033.22,0.70843469
ETH-EUR,2024-01-04T09:28:00,2032.6,2033.15,2032.46,2032.68,2.89647514
ETH-EUR,2024-01-04T09:27:00,2034.08,2034.08,2033.26,2033.33,0.59799705
ETH-EUR,2024-01-04T09:26:00,2032.8,2033.48,2032.8,2032.89,0.23917318
ETH-EUR,2024-01-04T09:25:00,2031.47,2033.01,2031.35,2033.01,3.30116987
ETH-EUR,2024-01-04T09:24:00,2032.23,2032.77,2032.04,2032.04,0.68741403
ETH-EUR,2024-01-04T09:23:00,2031.79,2032.75,2031.79,2032.75,0.73519744
ETH-EUR,2024-01-04T09:22:00,2030.78,2031.26,2030.78,2031.26,1.00498074
ETH-EUR,2024-01-04T09:21:00,2028.0,2030.59,2028.0,2030.59,17.56203221
ETH-EUR,2024-01-04T09:20:00,2029.24,2029.83,2028.16,2028.25,4.67745686
ETH-EUR,2024-01-04T09:19:00,2030.12,2030.12,2029.24,2029.56,0.75985532
ETH-EUR,2024-01-04T09:18:00,2030.44,2030.88,2030.44,2030.87,0.03199231
ETH-EUR,2024-01-04T09:17:00,2030.25,2030.25,2029.54,2029.59,0.34268062
ETH-EUR,2024-01-04T09:16:00,2029.08,2030.43,2029.08,2030.29,2.83671082
ETH-EUR,2024-01-04T09:15:00,2027.69,2029.08,2027.69,2028.72,3.7549481
ETH-EUR,2024-01-04T09:14:00,2028.91,2028.91,2027.68,2027.68,0.17730823
ETH-EUR,2024-01-04T09:13:00,2029.51,2030.37,2028.03,2028.65,0.76534236
ETH-EUR,2024-01-04T09:12:00,2030.97,2031.88,2030.07,2030.07,0.88686303
ETH-EUR,2024-01-04T09:11:00,2030.54,2031.01,2029.83,2031.01,1.89308005
ETH-EUR,2024-01-04T09:10:00,2031.11,2031.27,2030.36,2030.36,3.85685714
ETH-EUR,2024-01-04T09:09:00,2032.01,2032.01,2030.97,2031.11,0.13276727
ETH-EUR,2024-01-04T09:08:00,2030.73,2032.22,2030.35,2032.22,2.48903852
ETH-EUR,2024-01-04T09:07:00,2029.66,2030.61,2029.66,2030.61,1.48435604
ETH-EUR,2024-01-04T09:06:00,2029.37,2029.38,2028.18,2029.21,0.80354676
ETH-EUR,2024-01-04T09:05:00,2028.31,2028.7,2027.84,2028.7,1.19838364
ETH-EUR,2024-01-04T09:04:00,2028.88,2029.32,2028.74,2029.1,2.01081542
ETH-EUR,2024-01-04T09:03:00,2028.52,2028.93,2027.96,2028.93,1.47487302
ETH-EUR,2024-01-04T09:02:00,2030.1,2031.09,2029.77,2030.23,24.6600713
ETH-EUR,2024-01-04T09:01:00,2029.07,2029.82,2028.76,2029.82,3.35044543
ETH-EUR,2024-01-04T09:00:00,2028.25,2029.26,2028.25,2029.26,1.58277283
ETH-EUR,2024-01-04T08:59:00,2027.62,2027.82,2027.09,2027.73,2.72333835
ETH-EUR,2024-01-04T08:58:00,2027.97,2027.97,2027.47,2027.62,6.49831801
ETH-EUR,2024-01-04T08:57:00,2029.4,2029.4,2028.44,2028.8,1.46349051
ETH-EUR,2024-01-04T08:56:00,2029.19,2029.19,2027.84,2028.98,3.37981919
ETH-EUR,2024-01-04T08:55:00,2029.06,2029.87,2028.92,2029.69,1.66431241
ETH-EUR,2024-01-04T08:54:00,2028.6,2029.27,2028.6,2029.06,0.03686974
ETH-EUR,2024-01-04T08:53:00,2030.32,2030.37,2028.81,2028.94,5.86637772
ETH-EUR,2024-01-04T08:52:00,2030.46,2030.5,2029.67,2030.5,4.97197969
ETH-EUR,2024-01-04T08:51:00,2027.71,2029.98,2027.71,2029.98,0.4074591
ETH-EUR,2024-01-04T08:50:00,2027.57,2029.57,2027.57,2028.15,1.83229979
ETH-EUR,2024-01-04T08:49:00,2028.47,2028.47,2027.61,2027.99,1.98625575
ETH-EUR,2024-01-04T08:48:00,2029.48,2029.75,2028.14,2028.14,2.70570314
ETH-EUR,2024-01-04T08:47:00,2027.38,2029.54,2027.22,2029.48,2.13185945
ETH-EUR,2024-01-04T08:46:00,2026.55,2027.2,2026.0,2027.1,4.25653061
ETH-EUR,2024-01-04T08:45:00,2026.52,2027.9,2026.52,2027.9,1.66875123
ETH-EUR,2024-01-04T08:44:00,2027.36,2027.89,2027.0,2027.0,3.64132561
ETH-EUR,2024-01-04T08:43:00,2026.86,2027.49,2026.72,2027.38,1.07608292
ETH-EUR,2024-01-04T08:42:00,2028.12,2028.25,2026.83,2027.89,3.49768624
ETH-EUR,2024-01-04T08:41:00,2027.17,2028.21,2027.17,2027.77,0.10491374
ETH-EUR,2024-01-04T08:40:00,2027.15,2027.16,2026.36,2026.83,3.13825888
ETH-EUR,2024-01-04T08:39:00,2027.72,2028.2,2027.14,2027.14,1.32981227
ETH-EUR,2024-01-04T08:38:00,2028.0,2028.14,2027.11,2027.11,3.73220301
ETH-EUR,2024-01-04T08:37:00,2028.18,2028.2,2025.85,2027.0,6.5816805
ETH-EUR,2024-01-04T08:36:00,2028.29,2028.31,2026.65,2028.31,4.67859395
ETH-EUR,2024-01-04T08:35:00,2028.13,2028.13,2027.66,2027.66,1.24918246
ETH-EUR,2024-01-04T08:34:00,2030.77,2031.84,2028.45,2028.45,6.94652115
ETH-EUR,2024-01-04T08:33:00,2031.02,2031.99,2030.77,2030.77,1.8407925
ETH-EUR,2024-01-04T08:32:00,2034.24,2034.28,2031.18,2031.18,3.18843675
ETH-EUR,2024-01-04T08:31:00,2033.76,2034.56,2033.76,2033.86,1.3700236
ETH-EUR,2024-01-04T08:30:00,2035.14,2035.65,2034.52,2035.65,0.1690056
ETH-EUR,2024-01-04T08:29:00,2034.89,2034.94,2034.17,2034.94,3.44263892
ETH-EUR,2024-01-04T08:28:00,2035.01,2035.22,2034.6,2034.92,2.32792895
ETH-EUR,2024-01-04T08:27:00,2035.25,2035.89,2035.23,2035.23,1.1747612
ETH-EUR,2024-01-04T08:26:00,2033.84,2035.7,2033.84,2035.24,2.72608013
ETH-EUR,2024-01-04T08:25:00,2034.11,2034.95,2033.82,2033.82,4.07819339
ETH-EUR,2024-01-04T08:24:00,2034.94,2034.94,2034.0,2034.0,1.17487357
ETH-EUR,2024-01-04T08:23:00,2035.46,2036.23,2034.16,2034.79,3.01834854
ETH-EUR,2024-01-04T08:22:00,2034.01,2036.13,2033.07,2035.32,7.38100806
ETH-EUR,2024-01-04T08:21:00,2032.74,2034.25,2032.65,2034.25,5.92883026
ETH-EUR,2024-01-04T08:20:00,2028.82,2032.67,2028.5,2032.67,4.57827059
ETH-EUR,2024-01-04T08:19:00,2027.41,2028.53,2027.21,2028.04,0.74305333
ETH-EUR,2024-01-04T08:18:00,2028.07,2029.07,2025.38,2026.61,6.34102835
ETH-EUR,2024-01-04T08:17:00,2028.69,2028.73,2027.37,2027.91,4.35583371
ETH-EUR,2024-01-04T08:16:00,2029.24,2029.45,2028.51,2029.43,1.30938262
ETH-EUR,2024-01-04T08:15:00,2033.03,2033.03,2030.43,2030.43,4.50467918
ETH-EUR,2024-01-04T08:14:00,2034.68,2034.68,2032.73,2033.21,10.81110305
ETH-EUR,2024-01-04T08:13:00,2034.41,2034.65,2034.11,2034.32,8.33954237
ETH-EUR,2024-01-04T08:12:00,2034.06,2034.82,2033.82,2034.82,4.51409305
ETH-EUR,2024-01-04T08:11:00,2035.27,2035.27,2032.57,2034.29,10.97298015
ETH-EUR,2024-01-04T08:10:00,2032.81,2032.99,2032.37,2032.96,0.39534429
ETH-EUR,2024-01-04T08:09:00,2033.54,2033.92,2031.04,2031.59,10.90730169
ETH-EUR,2024-01-04T08:08:00,2039.28,2039.28,2032.88,2033.33,82.69365881
ETH-EUR,2024-01-04T08:07:00,2039.97,2040.41,2038.98,2038.98,0.15248848
ETH-EUR,2024-01-04T08:06:00,2039.31,2039.83,2039.19,2039.41,2.41585904
ETH-EUR,2024-01-04T08:05:00,2040.25,2040.71,2038.73,2038.73,4.31155954
ETH-EUR,2024-01-04T08:04:00,2040.78,2040.78,2040.24,2040.7,7.0015925
ETH-EUR,2024-01-04T08:03:00,2041.71,2041.71,2041.71,2041.71,0.02385304
ETH-EUR,2024-01-04T08:01:00,2041.12,2042.02,2041.06,2042.02,1.58583341
ETH-EUR,2024-01-04T08:00:00,2038.0,2040.96,2038.0,2040.96,4.85893108
ETH-EUR,2024-01-04T18:00:00,2082.18,2083.33,2081.52,2083.33,0.80476492
ETH-EUR,2024-01-04T17:59:00,2082.32,2083.29,2081.94,2082.4,1.30022232
ETH-EUR,2024-01-04T17:58:00,2081.28,2082.31,2081.09,2082.31,2.43032776
ETH-EUR,2024-01-04T17:57:00,2082.19,2083.53,2081.43,2081.44,4.6755883
ETH-EUR,2024-01-04T17:56:00,2082.81,2083.59,2081.91,2082.66,1.16749737
ETH-EUR,2024-01-04T17:55:00,2080.83,2082.64,2080.44,2082.64,2.65752264
ETH-EUR,2024-01-04T17:54:00,2083.22,2083.22,2081.71,2082.14,5.88455042
ETH-EUR,2024-01-04T17:53:00,2082.66,2083.4,2081.02,2082.64,12.08369622
ETH-EUR,2024-01-04T17:52:00,2083.44,2083.44,2081.1,2081.78,0.11244063
ETH-EUR,2024-01-04T17:51:00,2080.72,2082.88,2080.72,2082.58,1.90104864
ETH-EUR,2024-01-04T17:50:00,2079.89,2080.73,2078.82,2080.73,0.80483303
ETH-EUR,2024-01-04T17:49:00,2080.36,2080.4,2079.61,2079.62,0.46295712
ETH-EUR,2024-01-04T17:48:00,2081.74,2081.74,2080.87,2080.98,1.45889614
ETH-EUR,2024-01-04T17:47:00,2081.7,2082.34,2079.76,2082.34,0.1665
ETH-EUR,2024-01-04T17:46:00,2079.35,2082.06,2079.35,2082.06,0.69046662
ETH-EUR,2024-01-04T17:45:00,2075.57,2078.52,2075.57,2078.13,4.33493499
ETH-EUR,2024-01-04T17:44:00,2077.45,2077.45,2076.32,2076.32,0.09873148
ETH-EUR,2024-01-04T17:43:00,2079.96,2080.16,2076.03,2076.66,6.81109842
ETH-EUR,2024-01-04T17:42:00,2080.37,2080.42,2079.6,2079.9,0.36500231
ETH-EUR,2024-01-04T17:41:00,2082.83,2083.24,2078.82,2079.59,17.53767748
ETH-EUR,2024-01-04T17:40:00,2084.73,2084.73,2082.43,2082.43,72.73022185
ETH-EUR,2024-01-04T17:39:00,2085.74,2085.96,2085.34,2085.34,1.19949064
ETH-EUR,2024-01-04T17:38:00,2086.44,2086.82,2085.74,2086.09,1.80144207
ETH-EUR,2024-01-04T17:37:00,2087.47,2087.62,2086.84,2086.84,0.27440326
ETH-EUR,2024-01-04T17:36:00,2088.39,2088.39,2086.83,2087.95,8.10633083
ETH-EUR,2024-01-04T17:35:00,2088.7,2089.19,2087.99,2088.52,5.52742295
ETH-EUR,2024-01-04T17:34:00,2089.22,2090.03,2089.2,2090.03,0.04632049
ETH-EUR,2024-01-04T17:33:00,2087.56,2088.72,2087.56,2088.72,4.66972504
ETH-EUR,2024-01-04T17:32:00,2089.97,2089.97,2087.47,2087.47,2.04938011
ETH-EUR,2024-01-04T17:31:00,2089.59,2090.26,2088.25,2089.84,3.68335453
ETH-EUR,2024-01-04T17:30:00,2086.9,2090.53,2086.9,2090.53,33.80122339
ETH-EUR,2024-01-04T17:29:00,2086.02,2087.22,2084.57,2086.97,13.95022085
ETH-EUR,2024-01-04T17:28:00,2089.65,2089.65,2086.02,2086.1,57.69758311
ETH-EUR,2024-01-04T17:27:00,2091.79,2091.79,2089.62,2089.93,21.89862305
ETH-EUR,2024-01-04T17:26:00,2091.52,2092.36,2091.34,2092.36,0.90289417
ETH-EUR,2024-01-04T17:25:00,2091.35,2093.61,2090.89,2091.43,28.09052479
ETH-EUR,2024-01-04T17:24:00,2091.13,2092.17,2090.69,2091.35,13.48658586
ETH-EUR,2024-01-04T17:23:00,2091.38,2092.84,2091.38,2092.84,7.41591779
ETH-EUR,2024-01-04T17:22:00,2092.0,2092.46,2091.52,2091.52,6.40179456
ETH-EUR,2024-01-04T17:21:00,2092.47,2092.47,2090.19,2092.05,11.32641739
ETH-EUR,2024-01-04T17:20:00,2089.53,2092.24,2089.53,2092.16,7.71160803
ETH-EUR,2024-01-04T17:19:00,2089.52,2089.52,2088.17,2089.07,11.39071806
ETH-EUR,2024-01-04T17:18:00,2088.91,2090.75,2088.46,2088.46,16.74306955
ETH-EUR,2024-01-04T17:17:00,2092.01,2092.01,2088.6,2088.91,11.8728441
ETH-EUR,2024-01-04T17:16:00,2091.23,2092.06,2090.2,2092.06,2.57186669
ETH-EUR,2024-01-04T17:15:00,2091.57,2093.02,2090.67,2090.8,3.44127979
ETH-EUR,2024-01-04T17:14:00,2091.64,2092.81,2090.42,2092.81,31.94030224
ETH-EUR,2024-01-04T17:13:00,2090.24,2093.19,2089.92,2092.45,3.70741379
ETH-EUR,2024-01-04T17:12:00,2087.29,2091.42,2087.29,2090.73,47.76854722
ETH-EUR,2024-01-04T17:11:00,2085.05,2086.46,2084.61,2086.36,4.9432452
ETH-EUR,2024-01-04T17:10:00,2083.41,2085.14,2083.41,2085.14,1.93690285
ETH-EUR,2024-01-04T17:09:00,2080.77,2083.32,2080.45,2083.32,16.57107542
ETH-EUR,2024-01-04T17:08:00,2080.78,2081.23,2080.78,2080.97,0.13365499
ETH-EUR,2024-01-04T17:07:00,2079.67,2081.16,2079.43,2080.88,8.62508401
ETH-EUR,2024-01-04T17:06:00,2079.59,2080.87,2079.13,2079.66,2.82481697
ETH-EUR,2024-01-04T17:05:00,2074.87,2078.62,2074.87,2078.62,9.49777875
ETH-EUR,2024-01-04T17:04:00,2073.77,2074.88,2073.77,2074.88,2.27118094
ETH-EUR,2024-01-04T17:03:00,2074.37,2074.71,2073.35,2073.35,3.03983769
ETH-EUR,2024-01-04T17:02:00,2076.12,2076.48,2075.34,2075.34,30.7059709
ETH-EUR,2024-01-04T17:01:00,2078.32,2078.32,2075.82,2075.91,7.13800705
ETH-EUR,2024-01-04T17:00:00,2075.0,2077.7,2075.0,2077.7,27.38473174
ETH-EUR,2024-01-04T16:59:00,2075.01,2075.36,2074.1,2074.51,23.39471477
ETH-EUR,2024-01-04T16:58:00,2074.86,2075.14,2073.56,2073.95,6.03775108
